Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
28 Hypotension or vasopressor bolus during surgery Show forest plot,17,870,"Risk Difference (M‐H, Random, 95% CI)","0.21 [0.09, 0.33]",Epidural analgesia compared with systemic analgesia,1,0.21,0.09,0.33,28,,Hypotension or vasopressor bolus during surgery,
28.1 With cardiopulmonary bypass,14,637,"Risk Difference (M‐H, Random, 95% CI)","0.22 [0.08, 0.36]",Epidural analgesia compared with systemic analgesia,1,0.22,0.08,0.36,28,1,Hypotension or vasopressor bolus during surgery,With cardiopulmonary bypass
28.2 Off‐pump surgery,2,153,"Risk Difference (M‐H, Random, 95% CI)","0.09 [‐0.30, 0.48]",Epidural analgesia compared with systemic analgesia,1,0.09,-0.3,0.48,28,2,Hypotension or vasopressor bolus during surgery,Off‐pump surgery
28.3 With and without cardiopulmonary bypass,1,80,"Risk Difference (M‐H, Random, 95% CI)","0.3 [0.15, 0.45]",Epidural analgesia compared with systemic analgesia,1,0.3,0.15,0.45,28,3,Hypotension or vasopressor bolus during surgery,With and without cardiopulmonary bypass
29 Needed vasopressor/inotropic infusion Show forest plot,23,1821,"Risk Difference (M‐H, Random, 95% CI)","0.00 [‐0.06, 0.07]",Epidural analgesia compared with systemic analgesia,1,0.0,-0.06,0.07,29,,Needed vasopressor/inotropic infusion,
29.1 With cardiopulmonary bypass,16,1237,"Risk Difference (M‐H, Random, 95% CI)","0.04 [‐0.05, 0.13]",Epidural analgesia compared with systemic analgesia,1,0.04,-0.05,0.13,29,1,Needed vasopressor/inotropic infusion,With cardiopulmonary bypass
29.2 Off‐pump surgery,6,506,"Risk Difference (M‐H, Random, 95% CI)","‐0.08 [‐0.21, 0.04]",Epidural analgesia compared with systemic analgesia,1,-0.08,-0.21,0.04,29,2,Needed vasopressor/inotropic infusion,Off‐pump surgery
29.3 With and without cardiopulmonary bypass,1,78,"Risk Difference (M‐H, Random, 95% CI)","0.0 [‐0.05, 0.05]",Epidural analgesia compared with systemic analgesia,1,0.0,-0.05,0.05,29,3,Needed vasopressor/inotropic infusion,With and without cardiopulmonary bypass
1 Mortality at 0 to 30 days Show forest plot,1,145,"Risk Difference (M‐H, Fixed, 95% CI)","‐0.03 [‐0.08, 0.02]",Epidural analgesia compared with peripheral nerve blocks,2,-0.03,-0.08,0.02,1,,Mortality at 0 to 30 days,
1.1 With cardiopulmonary bypass,1,145,"Risk Difference (M‐H, Fixed, 95% CI)","‐0.03 [‐0.08, 0.02]",Epidural analgesia compared with peripheral nerve blocks,2,-0.03,-0.08,0.02,1,1,Mortality at 0 to 30 days,With cardiopulmonary bypass
2 Myocardial infarction (0 to 30 days) Show forest plot,2,76,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.07,0.07,2,,Myocardial infarction (0 to 30 days),
2.1 Off‐pump surgery,2,76,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.07,0.07,2,1,Myocardial infarction (0 to 30 days),Off‐pump surgery
3 Neurological complications: cerebrovascular accident (0 to 30 days) Show forest plot,1,145,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.03, 0.03]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.03,0.03,3,,Neurological complications: cerebrovascular accident (0 to 30 days),
3.1 With cardiopulmonary bypass,1,145,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.03, 0.03]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.03,0.03,3,1,Neurological complications: cerebrovascular accident (0 to 30 days),With cardiopulmonary bypass
4 Neurological complications: epidural haematoma (0 to 30 days) Show forest plot,4,271,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.03, 0.03]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.03,0.03,4,,Neurological complications: epidural haematoma (0 to 30 days),
4.1 With cardiopulmonary bypass,2,195,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.03, 0.03]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.03,0.03,4,1,Neurological complications: epidural haematoma (0 to 30 days),With cardiopulmonary bypass
4.2 Off‐pump surgery,2,76,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.07,0.07,4,2,Neurological complications: epidural haematoma (0 to 30 days),Off‐pump surgery
5 Duration of tracheal intubation (hours) Show forest plot,4,271,"Mean Difference (IV, Fixed, 95% CI)","‐0.08 [‐0.54, 0.38]",Epidural analgesia compared with peripheral nerve blocks,2,-0.08,-0.54,0.38,5,,Duration of tracheal intubation (hours),
5.1 With cardiopulmonary bypass,2,195,"Mean Difference (IV, Fixed, 95% CI)","‐0.04 [‐0.53, 0.44]",Epidural analgesia compared with peripheral nerve blocks,2,-0.04,-0.53,0.44,5,1,Duration of tracheal intubation (hours),With cardiopulmonary bypass
5.2 Off‐pump surgery,2,76,"Mean Difference (IV, Fixed, 95% CI)","‐0.35 [‐1.70, 0.99]",Epidural analgesia compared with peripheral nerve blocks,2,-0.35,-1.7,0.99,5,2,Duration of tracheal intubation (hours),Off‐pump surgery
6 Pain scores at rest at 6 to 8 hours Show forest plot,2,90,"Mean Difference (IV, Fixed, 95% CI)","0.12 [‐0.42, 0.66]",Epidural analgesia compared with peripheral nerve blocks,2,0.12,-0.42,0.66,6,,Pain scores at rest at 6 to 8 hours,
6.1 With cardiopulmonary bypass,1,50,"Mean Difference (IV, Fixed, 95% CI)","0.0 [‐0.59, 0.59]",Epidural analgesia compared with peripheral nerve blocks,2,0.0,-0.59,0.59,6,1,Pain scores at rest at 6 to 8 hours,With cardiopulmonary bypass
6.2 Off‐pump surgery,1,40,"Mean Difference (IV, Fixed, 95% CI)","0.8 [‐0.61, 2.21]",Epidural analgesia compared with peripheral nerve blocks,2,0.8,-0.61,2.21,6,2,Pain scores at rest at 6 to 8 hours,Off‐pump surgery
7 Pain scores on movement/coughing at 6 to 8 hours Show forest plot,2,90,"Mean Difference (IV, Fixed, 95% CI)","‐0.15 [‐0.69, 0.39]",Epidural analgesia compared with peripheral nerve blocks,2,-0.15,-0.69,0.39,7,,Pain scores on movement/coughing at 6 to 8 hours,
7.1 With cardiopulmonary bypass,1,50,"Mean Difference (IV, Fixed, 95% CI)","‐0.08 [‐0.69, 0.53]",Epidural analgesia compared with peripheral nerve blocks,2,-0.08,-0.69,0.53,7,1,Pain scores on movement/coughing at 6 to 8 hours,With cardiopulmonary bypass
7.2 Off‐pump surgery,1,40,"Mean Difference (IV, Fixed, 95% CI)","‐0.40 [‐1.57, 0.77]",Epidural analgesia compared with peripheral nerve blocks,2,-0.4,-1.57,0.77,7,2,Pain scores on movement/coughing at 6 to 8 hours,Off‐pump surgery
8 Pain at rest at 24 hours Show forest plot,3,231,"Mean Difference (IV, Random, 95% CI)","0.11 [‐0.41, 0.63]",Epidural analgesia compared with peripheral nerve blocks,2,0.11,-0.41,0.63,8,,Pain at rest at 24 hours,
8.1 With cardiopulmonary bypass,2,195,"Mean Difference (IV, Random, 95% CI)","0.28 [‐0.34, 0.91]",Epidural analgesia compared with peripheral nerve blocks,2,0.28,-0.34,0.91,8,1,Pain at rest at 24 hours,With cardiopulmonary bypass
8.2 Off‐pump surgery,1,36,"Mean Difference (IV, Random, 95% CI)","‐0.54 [‐1.38, 0.30]",Epidural analgesia compared with peripheral nerve blocks,2,-0.54,-1.38,0.3,8,2,Pain at rest at 24 hours,Off‐pump surgery
9 Pain on movement/coughing at 24 hours Show forest plot,2,86,"Mean Difference (IV, Random, 95% CI)","0.31 [‐0.62, 1.24]",Epidural analgesia compared with peripheral nerve blocks,2,0.31,-0.62,1.24,9,,Pain on movement/coughing at 24 hours,
9.1 With cardiopulmonary bypass,1,50,"Mean Difference (IV, Random, 95% CI)","0.72 [0.22, 1.22]",Epidural analgesia compared with peripheral nerve blocks,2,0.72,0.22,1.22,9,1,Pain on movement/coughing at 24 hours,With cardiopulmonary bypass
9.2 Off‐pump surgery,1,36,"Mean Difference (IV, Random, 95% CI)","‐0.24 [‐1.11, 0.63]",Epidural analgesia compared with peripheral nerve blocks,2,-0.24,-1.11,0.63,9,2,Pain on movement/coughing at 24 hours,Off‐pump surgery
10 Pain at rest at 48 hours Show forest plot,2,195,"Mean Difference (IV, Random, 95% CI)","0.51 [‐0.77, 1.80]",Epidural analgesia compared with peripheral nerve blocks,2,0.51,-0.77,1.8,10,,Pain at rest at 48 hours,
10.1 With cardiopulmonary bypass,2,195,"Mean Difference (IV, Random, 95% CI)","0.51 [‐0.77, 1.80]",Epidural analgesia compared with peripheral nerve blocks,2,0.51,-0.77,1.8,10,1,Pain at rest at 48 hours,With cardiopulmonary bypass
11 Pain at rest on movement/coughing at 48 hours Show forest plot,1,50,"Mean Difference (IV, Fixed, 95% CI)","1.36 [0.76, 1.96]",Epidural analgesia compared with peripheral nerve blocks,2,1.36,0.76,1.96,11,,Pain at rest on movement/coughing at 48 hours,
12 Hypotension or need for vasopressor Show forest plot,1,40,"Risk Difference (M‐H, Random, 95% CI)","0.05 [‐0.08, 0.18]",Epidural analgesia compared with peripheral nerve blocks,2,0.05,-0.08,0.18,12,,Hypotension or need for vasopressor,
12.1 Off‐pump surgery,1,40,"Risk Difference (M‐H, Random, 95% CI)","0.05 [‐0.08, 0.18]",Epidural analgesia compared with peripheral nerve blocks,2,0.05,-0.08,0.18,12,1,Hypotension or need for vasopressor,Off‐pump surgery
1 Myocardial infarction (0 to 30 days) Show forest plot,1,50,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with intrapleural analgesia,3,0.0,-0.07,0.07,1,,Myocardial infarction (0 to 30 days),
1.1 Off‐pump surgery,1,50,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with intrapleural analgesia,3,0.0,-0.07,0.07,1,1,Myocardial infarction (0 to 30 days),Off‐pump surgery
2 Neurological complications: epidural haematoma (0 to 30 days) Show forest plot,1,50,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with intrapleural analgesia,3,0.0,-0.07,0.07,2,,Neurological complications: epidural haematoma (0 to 30 days),
2.1 Off‐pump surgery,1,50,"Risk Difference (M‐H, Fixed, 95% CI)","0.0 [‐0.07, 0.07]",Epidural analgesia compared with intrapleural analgesia,3,0.0,-0.07,0.07,2,1,Neurological complications: epidural haematoma (0 to 30 days),Off‐pump surgery
3 Duration of tracheal intubation (hours) Show forest plot,1,15,"Mean Difference (IV, Fixed, 95% CI)","‐0.30 [‐1.20, 0.60]",Epidural analgesia compared with intrapleural analgesia,3,-0.3,-1.2,0.6,3,,Duration of tracheal intubation (hours),
3.1 Off‐pump surgery,1,15,"Mean Difference (IV, Fixed, 95% CI)","‐0.30 [‐1.20, 0.60]",Epidural analgesia compared with intrapleural analgesia,3,-0.3,-1.2,0.6,3,1,Duration of tracheal intubation (hours),Off‐pump surgery
4 Pain scores at rest at 6 hours Show forest plot,1,50,"Mean Difference (IV, Fixed, 95% CI)","0.84 [0.31, 1.37]",Epidural analgesia compared with intrapleural analgesia,3,0.84,0.31,1.37,4,,Pain scores at rest at 6 hours,
4.1 Off‐pump surgery,1,50,"Mean Difference (IV, Fixed, 95% CI)","0.84 [0.31, 1.37]",Epidural analgesia compared with intrapleural analgesia,3,0.84,0.31,1.37,4,1,Pain scores at rest at 6 hours,Off‐pump surgery
