Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.2 Biofeedback vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,1,2,Prostatitis symptoms (NIH‐CPSI total),Biofeedback vs usual care
1.3 Electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,1,3,Prostatitis symptoms (NIH‐CPSI total),Electrical stimulation vs usual care
2 Prostatitis symptoms: pain subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Biofeedback with or without electrical stimulation versus usual care,11,,,,2,,Prostatitis symptoms: pain subscore,
2.1 Biofeedback + electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,2,1,Prostatitis symptoms: pain subscore,Biofeedback + electrical stimulation vs usual care
2.2 Biofeedback vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,2,2,Prostatitis symptoms: pain subscore,Biofeedback vs usual care
2.3 Electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,2,3,Prostatitis symptoms: pain subscore,Electrical stimulation vs usual care
3 Prostatitis symptoms: micturition subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Biofeedback with or without electrical stimulation versus usual care,11,,,,3,,Prostatitis symptoms: micturition subscore,
3.1 Biofeedback + electrical Stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,3,1,Prostatitis symptoms: micturition subscore,Biofeedback + electrical Stimulation vs usual care
3.2 Biofeedback vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,3,2,Prostatitis symptoms: micturition subscore,Biofeedback vs usual care
3.3 Electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,3,3,Prostatitis symptoms: micturition subscore,Electrical stimulation vs usual care
4 Prostatitis symptoms: quality of life subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Biofeedback with or without electrical stimulation versus usual care,11,,,,4,,Prostatitis symptoms: quality of life subscore,
4.1 Biofeedback + electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,4,1,Prostatitis symptoms: quality of life subscore,Biofeedback + electrical stimulation vs usual care
4.2 Biofeedback vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,4,2,Prostatitis symptoms: quality of life subscore,Biofeedback vs usual care
4.3 Electrical stimulation vs usual care,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Biofeedback with or without electrical stimulation versus usual care,11,0.0,0.0,0.0,4,3,Prostatitis symptoms: quality of life subscore,Electrical stimulation vs usual care
1 Prostatitis symptoms Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,External radiofrequency hyperthermia with or without terazosin,12,,,,1,,Prostatitis symptoms,
2 Adverse events Show forest plot,1,,"Risk Ratio (M‐H, Fixed, 95% CI)",Totals not selected,External radiofrequency hyperthermia with or without terazosin,12,,,,2,,Adverse events,
1 Prostatitis symptoms Show forest plot,1,,"Risk Ratio (M‐H, Fixed, 95% CI)",Totals not selected,Laser therapy versus medical treatment,13,,,,1,,Prostatitis symptoms,
2 Adverse events Show forest plot,1,112,"Odds Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",Laser therapy versus medical treatment,13,0.0,0.0,0.0,2,,Adverse events,
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,89,"Mean Difference (IV, Fixed, 95% CI)","‐11.2 [‐12.92, ‐9.48]",Tibial nerve stimulation versus no intervention,14,-11.2,-12.92,-9.48,1,,Prostatitis symptoms (NIH‐CPSI total),
2 Prostatitis symptoms: pain subscore Show forest plot,1,89,"Mean Difference (IV, Fixed, 95% CI)","‐5.70 [‐6.90, ‐4.50]",Tibial nerve stimulation versus no intervention,14,-5.7,-6.9,-4.5,2,,Prostatitis symptoms: pain subscore,
3 Prostatitis symptoms: micturition subscore Show forest plot,1,89,"Mean Difference (IV, Fixed, 95% CI)","‐3.20 [‐3.77, ‐2.63]",Tibial nerve stimulation versus no intervention,14,-3.2,-3.77,-2.63,3,,Prostatitis symptoms: micturition subscore,
4 Prostatitis symptoms: quality of life subscore Show forest plot,1,89,"Mean Difference (IV, Fixed, 95% CI)","‐4.6 [‐5.27, ‐3.93]",Tibial nerve stimulation versus no intervention,14,-4.6,-5.27,-3.93,4,,Prostatitis symptoms: quality of life subscore,
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","1.0 [‐6.45, 8.45]",Myofascial therapy versus control intervention,15,1.0,-6.45,8.45,1,,Prostatitis symptoms (NIH‐CPSI total),
2 Prostatitis symptoms: pain subscore Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","‐0.20 [‐5.04, 4.64]",Myofascial therapy versus control intervention,15,-0.2,-5.04,4.64,2,,Prostatitis symptoms: pain subscore,
3 Prostatitis symptoms: micturition subscore Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","1.1 [‐1.12, 3.32]",Myofascial therapy versus control intervention,15,1.1,-1.12,3.32,3,,Prostatitis symptoms: micturition subscore,
4 Prostatitis symptoms: quality of life subscore Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","0.10 [‐2.90, 3.10]",Myofascial therapy versus control intervention,15,0.1,-2.9,3.1,4,,Prostatitis symptoms: quality of life subscore,
5 Sexual dysfunction Show forest plot,1,21,"Mean Difference (IV, Fixed, 95% CI)","‐2.20 [‐9.24, 4.84]",Myofascial therapy versus control intervention,15,-2.2,-9.24,4.84,5,,Sexual dysfunction,
6 Quality of life ‐ physical Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Myofascial therapy versus control intervention,15,,,,6,,Quality of life ‐ physical,
7 Quality of life ‐ mental Show forest plot,1,19,"Mean Difference (IV, Fixed, 95% CI)","0.80 [‐9.25, 10.85]",Myofascial therapy versus control intervention,15,0.8,-9.25,10.85,7,,Quality of life ‐ mental,
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Osteopathy versus sham procedure,16,,,,1,,Prostatitis symptoms (NIH‐CPSI total),
2 Prostatitis symptoms: quality of life subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Osteopathy versus sham procedure,16,,,,2,,Prostatitis symptoms: quality of life subscore,
3 Urinary symptoms Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Osteopathy versus sham procedure,16,,,,3,,Urinary symptoms,
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","‐2.80 [‐6.75, 1.15]",Sono‐electromagnetic therapy versus placebo,17,-2.8,-6.75,1.15,1,,Prostatitis symptoms (NIH‐CPSI total),
2 Prostatitis symptoms Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.4 [0.91, 2.15]",Sono‐electromagnetic therapy versus placebo,17,1.4,0.91,2.15,2,,Prostatitis symptoms,
3 Prostatitis symptoms: pain subscore Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","‐1.30 [‐3.44, 0.84]",Sono‐electromagnetic therapy versus placebo,17,-1.3,-3.44,0.84,3,,Prostatitis symptoms: pain subscore,
4 Prostatitis symptoms: micturition subscore Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.0 [‐1.26, 1.26]",Sono‐electromagnetic therapy versus placebo,17,0.0,-1.26,1.26,4,,Prostatitis symptoms: micturition subscore,
5 Prostatitis symptoms: quality of life subscore Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","‐1.40 [‐2.76, ‐0.04]",Sono‐electromagnetic therapy versus placebo,17,-1.4,-2.76,-0.04,5,,Prostatitis symptoms: quality of life subscore,
1 Prostatitis symptoms: pain subscore Show forest plot,2,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Transelectrical nerve stimulation (TENS) versus control,18,,,,1,,Prostatitis symptoms: pain subscore,
1.1 Compared to sham procedure,1,40,"Mean Difference (IV, Fixed, 95% CI)","‐15.25 [‐17.71, ‐12.79]",Transelectrical nerve stimulation (TENS) versus control,18,-15.25,-17.71,-12.79,1,1,Prostatitis symptoms: pain subscore,Compared to sham procedure
1.2 Compared to no intervention,1,16,"Mean Difference (IV, Fixed, 95% CI)","‐6.88 [‐8.13, ‐5.63]",Transelectrical nerve stimulation (TENS) versus control,18,-6.88,-8.13,-5.63,1,2,Prostatitis symptoms: pain subscore,Compared to no intervention
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,2,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Transurethral microwave thermotherapy,19,,,,1,,Prostatitis symptoms (NIH‐CPSI total),
1.1 70 °C vs 55 °C,1,39,"Mean Difference (IV, Fixed, 95% CI)","‐1.10 [‐6.50, 4.30]",Transurethral microwave thermotherapy,19,-1.1,-6.5,4.3,1,1,Prostatitis symptoms (NIH‐CPSI total),70 °C vs 55 °C
1.2 Compared to control,1,20,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Transurethral microwave thermotherapy,19,0.0,0.0,0.0,1,2,Prostatitis symptoms (NIH‐CPSI total),Compared to control
2 Prostatitis symptoms: pain subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Transurethral microwave thermotherapy,19,,,,2,,Prostatitis symptoms: pain subscore,
3 Prostatitis symptoms: micturition subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Transurethral microwave thermotherapy,19,,,,3,,Prostatitis symptoms: micturition subscore,
4 Prostatitis symptoms: quality of life subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Transurethral microwave thermotherapy,19,,,,4,,Prostatitis symptoms: quality of life subscore,
5 Urinary symptoms Show forest plot,2,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Transurethral microwave thermotherapy,19,,,,5,,Urinary symptoms,
5.1 70 °C vs 55 °C,1,39,"Mean Difference (IV, Fixed, 95% CI)","‐2.10 [‐6.34, 2.14]",Transurethral microwave thermotherapy,19,-2.1,-6.34,2.14,5,1,Urinary symptoms,70 °C vs 55 °C
5.2 Compared to control,1,20,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Transurethral microwave thermotherapy,19,0.0,0.0,0.0,5,2,Urinary symptoms,Compared to control
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,33,"Mean Difference (IV, Fixed, 95% CI)","2.30 [‐8.02, 12.62]",Transurethral needle ablation (TUNA) versus sham procedure,20,2.3,-8.02,12.62,1,,Prostatitis symptoms (NIH‐CPSI total),
2 Urinary symptoms Show forest plot,1,33,"Mean Difference (IV, Fixed, 95% CI)","0.40 [‐5.09, 5.89]",Transurethral needle ablation (TUNA) versus sham procedure,20,0.4,-5.09,5.89,2,,Urinary symptoms,
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Subtotals only,Ultrasound (non‐intrusive),21,,,,1,,Prostatitis symptoms (NIH‐CPSI total),
1.1 Ultrasound vs medical therapy,1,70,"Mean Difference (IV, Fixed, 95% CI)","1.09 [0.16, 2.02]",Ultrasound (non‐intrusive),21,1.09,0.16,2.02,1,1,Prostatitis symptoms (NIH‐CPSI total),Ultrasound vs medical therapy
1.2 Ultrasound in combination with medical therapy vs medical therapy alone,1,70,"Mean Difference (IV, Fixed, 95% CI)","‐6.67 [‐7.62, ‐5.72]",Ultrasound (non‐intrusive),21,-6.67,-7.62,-5.72,1,2,Prostatitis symptoms (NIH‐CPSI total),Ultrasound in combination with medical therapy vs medical therapy alone
2 Prostatitis symptoms: pain subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Ultrasound (non‐intrusive),21,,,,2,,Prostatitis symptoms: pain subscore,
2.1 Ultrasound vs medical therapy,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,2,1,Prostatitis symptoms: pain subscore,Ultrasound vs medical therapy
2.2 Ultrasound in combination with medical therapy vs medical therapy alone,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,2,2,Prostatitis symptoms: pain subscore,Ultrasound in combination with medical therapy vs medical therapy alone
3 Prostatitis symptoms: micturition subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Ultrasound (non‐intrusive),21,,,,3,,Prostatitis symptoms: micturition subscore,
3.1 Ultrasound vs medical therapy,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,3,1,Prostatitis symptoms: micturition subscore,Ultrasound vs medical therapy
3.2 Ultrasound in combination with medical therapy vs medical therapy alone,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,3,2,Prostatitis symptoms: micturition subscore,Ultrasound in combination with medical therapy vs medical therapy alone
4 Prostatitis symptoms: quality of life subscore Show forest plot,1,,"Mean Difference (IV, Fixed, 95% CI)",Totals not selected,Ultrasound (non‐intrusive),21,,,,4,,Prostatitis symptoms: quality of life subscore,
4.1 Ultrasound vs medical therapy,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,4,1,Prostatitis symptoms: quality of life subscore,Ultrasound vs medical therapy
4.2 Ultrasound in combination with medical therapy vs medical therapy alone,1,,"Mean Difference (IV, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,4,2,Prostatitis symptoms: quality of life subscore,Ultrasound in combination with medical therapy vs medical therapy alone
5 Prostatitis symptoms Show forest plot,1,,"Risk Ratio (M‐H, Fixed, 95% CI)",Totals not selected,Ultrasound (non‐intrusive),21,,,,5,,Prostatitis symptoms,
5.1 Ultrasound vs medical therapy,1,,"Risk Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,5,1,Prostatitis symptoms,Ultrasound vs medical therapy
5.2 Ultrasound in combination with medical therapy vs medical therapy alone,1,,"Risk Ratio (M‐H, Fixed, 95% CI)","0.0 [0.0, 0.0]",Ultrasound (non‐intrusive),21,0.0,0.0,0.0,5,2,Prostatitis symptoms,Ultrasound in combination with medical therapy vs medical therapy alone
1 Prostatitis symptoms (NIH‐CPSI total) Show forest plot,2,78,"Mean Difference (IV, Random, 95% CI)","‐6.05 [‐7.87, ‐4.24]",Acupuncture treatments versus medical treatment ‐ sensitivity analysis,22,-6.05,-7.87,-4.24,1,,Prostatitis symptoms (NIH‐CPSI total),
1.1 Acupuncture,1,54,"Mean Difference (IV, Random, 95% CI)","‐6.11 [‐8.75, ‐3.47]",Acupuncture treatments versus medical treatment ‐ sensitivity analysis,22,-6.11,-8.75,-3.47,1,1,Prostatitis symptoms (NIH‐CPSI total),Acupuncture
1.2 Electroacupuncture,1,24,"Mean Difference (IV, Random, 95% CI)","‐6.0 [‐8.50, ‐3.50]",Acupuncture treatments versus medical treatment ‐ sensitivity analysis,22,-6.0,-8.5,-3.5,1,2,Prostatitis symptoms (NIH‐CPSI total),Electroacupuncture
