Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
22 Patent ductus arteriosus (not prespecified) Show forest plot,7,766,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.77, 1.14]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.93,0.77,1.14,22,,Patent ductus arteriosus (not prespecified),
22.1 FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0,3,393,"Risk Ratio (M‐H, Fixed, 95% CI)","0.80 [0.57, 1.14]",Lower versus higher oxygen concentration subgrouped by FiO2,2,0.8,0.57,1.14,22,1,Patent ductus arteriosus (not prespecified),FiO2 0.21 versus FiO2 ≥ 0.6 to 1.0
22.2 FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","1.03 [0.82, 1.29]",Lower versus higher oxygen concentration subgrouped by FiO2,2,1.03,0.82,1.29,22,2,Patent ductus arteriosus (not prespecified),FiO2 ≥ 0.3 to < 0.4 versus FiO2 ≥ 0.6 to 1.0
1 Mortality near term corrected age or discharge (latest reported) Show forest plot,10,914,"Risk Ratio (M‐H, Fixed, 95% CI)","1.05 [0.68, 1.63]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.05,0.68,1.63,1,,Mortality near term corrected age or discharge (latest reported),
1.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","2.78 [1.03, 7.52]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,2.78,1.03,7.52,1,1,Mortality near term corrected age or discharge (latest reported),SpO2 target < 85%
1.2 SpO2 target 85 to 90%,9,627,"Risk Ratio (M‐H, Fixed, 95% CI)","0.77 [0.46, 1.27]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.77,0.46,1.27,1,2,Mortality near term corrected age or discharge (latest reported),SpO2 target 85 to 90%
2 Neurodevelopmental disability Show forest plot,2,208,"Risk Ratio (M‐H, Fixed, 95% CI)","0.82 [0.49, 1.35]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.82,0.49,1.35,2,,Neurodevelopmental disability,
2.1 SpO2 target 85 to 90%,2,208,"Risk Ratio (M‐H, Fixed, 95% CI)","0.82 [0.49, 1.35]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.82,0.49,1.35,2,1,Neurodevelopmental disability,SpO2 target 85 to 90%
3 IPPV in the delivery room Show forest plot,5,249,"Risk Ratio (M‐H, Fixed, 95% CI)","0.94 [0.83, 1.06]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.94,0.83,1.06,3,,IPPV in the delivery room,
3.1 SpO2 target 85 to 90%,5,249,"Risk Ratio (M‐H, Fixed, 95% CI)","0.94 [0.83, 1.06]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.94,0.83,1.06,3,1,IPPV in the delivery room,SpO2 target 85 to 90%
4 Intubation in the delivery room Show forest plot,9,875,"Risk Ratio (M‐H, Fixed, 95% CI)","0.98 [0.82, 1.18]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.98,0.82,1.18,4,,Intubation in the delivery room,
4.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","1.04 [0.73, 1.49]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.04,0.73,1.49,4,1,Intubation in the delivery room,SpO2 target < 85%
4.2 SpO2 target 85 to 90%,8,588,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.78, 1.18]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.96,0.78,1.18,4,2,Intubation in the delivery room,SpO2 target 85 to 90%
5 Time to reach desired oxygen saturation target Show forest plot,2,102,"Mean Difference (IV, Fixed, 95% CI)","‐0.52 [‐1.83, 0.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-0.52,-1.83,0.79,5,,Time to reach desired oxygen saturation target,
5.1 SpO2 target 85 to 90%,2,102,"Mean Difference (IV, Fixed, 95% CI)","‐0.52 [‐1.83, 0.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-0.52,-1.83,0.79,5,1,Time to reach desired oxygen saturation target,SpO2 target 85 to 90%
6 Time to reach heart rate > 100 bpm (not prespecified) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.27,-1.21,1.75,6,,Time to reach heart rate > 100 bpm (not prespecified),
6.1 SpO2 target 85 to 90%,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.27,-1.21,1.75,6,1,Time to reach heart rate > 100 bpm (not prespecified),SpO2 target 85 to 90%
7 Retinopathy of prematurity Show forest plot,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","0.80 [0.43, 1.49]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.8,0.43,1.49,7,,Retinopathy of prematurity,
7.1 SpO2 target 85 to 90%,4,373,"Risk Ratio (M‐H, Fixed, 95% CI)","0.80 [0.43, 1.49]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.8,0.43,1.49,7,1,Retinopathy of prematurity,SpO2 target 85 to 90%
8 Severe retinopathy of prematurity (≥ stage 3) Show forest plot,4,453,"Risk Ratio (M‐H, Fixed, 95% CI)","0.57 [0.24, 1.36]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.57,0.24,1.36,8,,Severe retinopathy of prematurity (≥ stage 3),
8.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","0.50 [0.15, 1.61]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.5,0.15,1.61,8,1,Severe retinopathy of prematurity (≥ stage 3),SpO2 target < 85%
8.2 SpO2 target 85 to 90%,3,166,"Risk Ratio (M‐H, Fixed, 95% CI)","0.68 [0.19, 2.48]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.68,0.19,2.48,8,2,Severe retinopathy of prematurity (≥ stage 3),SpO2 target 85 to 90%
9 Intraventricular haemorrhage Show forest plot,3,271,"Risk Ratio (M‐H, Fixed, 95% CI)","0.81 [0.46, 1.44]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.81,0.46,1.44,9,,Intraventricular haemorrhage,
9.1 SpO2 target 85 to 90%,3,271,"Risk Ratio (M‐H, Fixed, 95% CI)","0.81 [0.46, 1.44]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.81,0.46,1.44,9,1,Intraventricular haemorrhage,SpO2 target 85 to 90%
10 Severe intraventricular haemorrhage (grade 3 or 4) Show forest plot,6,596,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.51, 1.71]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.93,0.51,1.71,10,,Severe intraventricular haemorrhage (grade 3 or 4),
10.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","0.33 [0.07, 1.61]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.33,0.07,1.61,10,1,Severe intraventricular haemorrhage (grade 3 or 4),SpO2 target < 85%
10.2 SpO2 target 85 to 90%,5,309,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.61, 2.39]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.21,0.61,2.39,10,2,Severe intraventricular haemorrhage (grade 3 or 4),SpO2 target 85 to 90%
11 Periventricular leukomalacia Show forest plot,2,130,"Risk Ratio (M‐H, Fixed, 95% CI)","0.66 [0.09, 4.73]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.66,0.09,4.73,11,,Periventricular leukomalacia,
11.1 SpO2 target 85 to 90%,2,130,"Risk Ratio (M‐H, Fixed, 95% CI)","0.66 [0.09, 4.73]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.66,0.09,4.73,11,1,Periventricular leukomalacia,SpO2 target 85 to 90%
12 Necrotising enterocolitis Show forest plot,8,807,"Risk Ratio (M‐H, Fixed, 95% CI)","0.98 [0.51, 1.87]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.98,0.51,1.87,12,,Necrotising enterocolitis,
12.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","4.97 [0.59, 41.97]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,4.97,0.59,41.97,12,1,Necrotising enterocolitis,SpO2 target < 85%
12.2 SpO2 target 85 to 90%,7,520,"Risk Ratio (M‐H, Fixed, 95% CI)","0.74 [0.36, 1.52]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.74,0.36,1.52,12,2,Necrotising enterocolitis,SpO2 target 85 to 90%
13 Chronic lung disease (28 days' age) Show forest plot,2,148,"Risk Ratio (M‐H, Fixed, 95% CI)","0.70 [0.41, 1.21]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.7,0.41,1.21,13,,Chronic lung disease (28 days' age),
13.1 SpO2 target 85 to 90%,2,148,"Risk Ratio (M‐H, Fixed, 95% CI)","0.70 [0.41, 1.21]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.7,0.41,1.21,13,1,Chronic lung disease (28 days' age),SpO2 target 85 to 90%
14 Chronic lung disease (36 weeks' corrected age) Show forest plot,9,862,"Risk Ratio (M‐H, Random, 95% CI)","0.91 [0.64, 1.29]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.91,0.64,1.29,14,,Chronic lung disease (36 weeks' corrected age),
14.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Random, 95% CI)","0.84 [0.57, 1.25]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.84,0.57,1.25,14,1,Chronic lung disease (36 weeks' corrected age),SpO2 target < 85%
14.2 SpO2 target 85 to 90%,8,575,"Risk Ratio (M‐H, Random, 95% CI)","0.91 [0.58, 1.43]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.91,0.58,1.43,14,2,Chronic lung disease (36 weeks' corrected age),SpO2 target 85 to 90%
15 Duration of respiratory support (mechanical ventilation or CPAP) (days from birth) Show forest plot,2,326,"Mean Difference (IV, Fixed, 95% CI)","‐12.39 [‐13.49, ‐11.29]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-12.39,-13.49,-11.29,15,,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),
15.1 SpO2 target < 85%,1,266,"Mean Difference (IV, Fixed, 95% CI)","‐13.70 [‐14.85, ‐12.55]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-13.7,-14.85,-12.55,15,1,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),SpO2 target < 85%
15.2 SpO2 target 85 to 90%,1,60,"Mean Difference (IV, Fixed, 95% CI)","1.06 [‐2.63, 4.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.06,-2.63,4.75,15,2,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),SpO2 target 85 to 90%
16 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,6,510,"Mean Difference (IV, Fixed, 95% CI)","0.78 [‐1.15, 2.72]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.78,-1.15,2.72,16,,Duration of respiratory support (mechanical ventilation) (days from birth),
16.1 SpO2 target 85 to 90%,6,510,"Mean Difference (IV, Fixed, 95% CI)","0.78 [‐1.15, 2.72]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.78,-1.15,2.72,16,1,Duration of respiratory support (mechanical ventilation) (days from birth),SpO2 target 85 to 90%
17 Duration of respiratory support (CPAP) (days from birth) Show forest plot,4,249,"Mean Difference (IV, Fixed, 95% CI)","‐1.83 [‐5.62, 1.96]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-1.83,-5.62,1.96,17,,Duration of respiratory support (CPAP) (days from birth),
17.1 SpO2 target 85 to 90%,4,249,"Mean Difference (IV, Fixed, 95% CI)","‐1.83 [‐5.62, 1.96]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-1.83,-5.62,1.96,17,1,Duration of respiratory support (CPAP) (days from birth),SpO2 target 85 to 90%
18 Duration of supplemental oxygen administration Show forest plot,5,639,"Mean Difference (IV, Fixed, 95% CI)","9.67 [6.96, 12.39]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,9.67,6.96,12.39,18,,Duration of supplemental oxygen administration,
18.1 SpO2 target < 85%,1,266,"Mean Difference (IV, Fixed, 95% CI)","12.4 [9.25, 15.55]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,12.4,9.25,15.55,18,1,Duration of supplemental oxygen administration,SpO2 target < 85%
18.2 SpO2 target 85 to 90%,4,373,"Mean Difference (IV, Fixed, 95% CI)","1.73 [‐3.64, 7.11]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.73,-3.64,7.11,18,2,Duration of supplemental oxygen administration,SpO2 target 85 to 90%
19 Mortality to follow up (> 18 months) Show forest plot,3,540,"Risk Ratio (M‐H, Fixed, 95% CI)","1.00 [0.59, 1.70]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,1.0,0.59,1.7,19,,Mortality to follow up (> 18 months),
19.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","2.32 [0.92, 5.86]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,2.32,0.92,5.86,19,1,Mortality to follow up (> 18 months),SpO2 target < 85%
19.2 SpO2 target 85 to 90%,2,253,"Risk Ratio (M‐H, Fixed, 95% CI)","0.56 [0.28, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.56,0.28,1.14,19,2,Mortality to follow up (> 18 months),SpO2 target 85 to 90%
20 Postnatal growth failure (weight < 10th percentile at discharge) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.86,0.55,1.33,20,,Postnatal growth failure (weight < 10th percentile at discharge),
20.1 SpO2 target 85 to 90%,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.86,0.55,1.33,20,1,Postnatal growth failure (weight < 10th percentile at discharge),SpO2 target 85 to 90%
21 Duration of hospitalisation (days) Show forest plot,3,216,"Mean Difference (IV, Fixed, 95% CI)","‐1.75 [‐12.22, 8.71]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-1.75,-12.22,8.71,21,,Duration of hospitalisation (days),
21.1 SpO2 target 85 to 90%,3,216,"Mean Difference (IV, Fixed, 95% CI)","‐1.75 [‐12.22, 8.71]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,-1.75,-12.22,8.71,21,1,Duration of hospitalisation (days),SpO2 target 85 to 90%
22 Patent ductus arteriosus (not prespecified) Show forest plot,7,766,"Risk Ratio (M‐H, Fixed, 95% CI)","0.95 [0.79, 1.15]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.95,0.79,1.15,22,,Patent ductus arteriosus (not prespecified),
22.1 SpO2 target < 85%,1,287,"Risk Ratio (M‐H, Fixed, 95% CI)","0.87 [0.59, 1.28]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.87,0.59,1.28,22,1,Patent ductus arteriosus (not prespecified),SpO2 target < 85%
22.2 SpO2 target 85 to 90%,6,479,"Risk Ratio (M‐H, Fixed, 95% CI)","0.98 [0.79, 1.22]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by lower limit of oxygen saturation range at 5 to 10 mintues,3,0.98,0.79,1.22,22,2,Patent ductus arteriosus (not prespecified),SpO2 target 85 to 90%
1 Mortality near term corrected age or discharge (latest reported) Show forest plot,7,737,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.72, 2.02]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.21,0.72,2.02,1,,Mortality near term corrected age or discharge (latest reported),
1.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.61 [0.41, 6.34]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.61,0.41,6.34,1,1,Mortality near term corrected age or discharge (latest reported),SpO2 target 85 to 90%
1.2 SpO2 target 91 to 95%,6,695,"Risk Ratio (M‐H, Fixed, 95% CI)","1.16 [0.67, 2.01]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.16,0.67,2.01,1,2,Mortality near term corrected age or discharge (latest reported),SpO2 target 91 to 95%
2 Neurodevelopmental disability Show forest plot,1,177,"Risk Ratio (M‐H, Fixed, 95% CI)","0.71 [0.42, 1.21]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.71,0.42,1.21,2,,Neurodevelopmental disability,
2.1 SpO2 target 91 to 95%,1,177,"Risk Ratio (M‐H, Fixed, 95% CI)","0.71 [0.42, 1.21]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.71,0.42,1.21,2,1,Neurodevelopmental disability,SpO2 target 91 to 95%
3 IPPV in the delivery room Show forest plot,4,189,"Risk Ratio (M‐H, Fixed, 95% CI)","0.91 [0.77, 1.08]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.91,0.77,1.08,3,,IPPV in the delivery room,
3.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.87 [0.60, 1.27]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.87,0.6,1.27,3,1,IPPV in the delivery room,SpO2 target 85 to 90%
3.2 SpO2 target 91 to 95%,3,147,"Risk Ratio (M‐H, Fixed, 95% CI)","0.92 [0.76, 1.12]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.92,0.76,1.12,3,2,IPPV in the delivery room,SpO2 target 91 to 95%
4 Intubation in the delivery room Show forest plot,7,737,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.78, 1.18]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.96,0.78,1.18,4,,Intubation in the delivery room,
4.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.91 [0.49, 1.68]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.91,0.49,1.68,4,1,Intubation in the delivery room,SpO2 target 85 to 90%
4.2 SpO2 target 91 to 95%,6,695,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.77, 1.20]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.96,0.77,1.2,4,2,Intubation in the delivery room,SpO2 target 91 to 95%
5 Time to reach desired oxygen saturation target Show forest plot,1,42,"Mean Difference (IV, Fixed, 95% CI)","‐1.70 [‐3.28, ‐0.12]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-1.7,-3.28,-0.12,5,,Time to reach desired oxygen saturation target,
5.1 SpO2 target 85 to 90%,1,42,"Mean Difference (IV, Fixed, 95% CI)","‐1.70 [‐3.28, ‐0.12]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-1.7,-3.28,-0.12,5,1,Time to reach desired oxygen saturation target,SpO2 target 85 to 90%
6 Retinopathy of prematurity Show forest plot,2,235,"Risk Ratio (M‐H, Fixed, 95% CI)","1.00 [0.36, 2.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.0,0.36,2.79,6,,Retinopathy of prematurity,
6.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.61 [0.06, 6.17]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.61,0.06,6.17,6,1,Retinopathy of prematurity,SpO2 target 85 to 90%
6.2 SpO2 target 91 to 95%,1,193,"Risk Ratio (M‐H, Fixed, 95% CI)","1.14 [0.36, 3.61]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.14,0.36,3.61,6,2,Retinopathy of prematurity,SpO2 target 91 to 95%
7 Severe retinopathy of prematurity (≥ stage 3) Show forest plot,3,393,"Risk Ratio (M‐H, Fixed, 95% CI)","0.43 [0.16, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.43,0.16,1.14,7,,Severe retinopathy of prematurity (≥ stage 3),
7.1 SpO2 target 91 to 95%,3,393,"Risk Ratio (M‐H, Fixed, 95% CI)","0.43 [0.16, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.43,0.16,1.14,7,1,Severe retinopathy of prematurity (≥ stage 3),SpO2 target 91 to 95%
8 Intraventricular haemorrhage Show forest plot,2,211,"Risk Ratio (M‐H, Fixed, 95% CI)","0.70 [0.30, 1.64]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.7,0.3,1.64,8,,Intraventricular haemorrhage,
8.1 SpO2 target 91 to 95%,2,211,"Risk Ratio (M‐H, Fixed, 95% CI)","0.70 [0.30, 1.64]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.7,0.3,1.64,8,1,Intraventricular haemorrhage,SpO2 target 91 to 95%
9 Severe intraventricular haemorrhage (grade 3 or 4) Show forest plot,4,458,"Risk Ratio (M‐H, Fixed, 95% CI)","0.72 [0.30, 1.73]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.72,0.3,1.73,9,,Severe intraventricular haemorrhage (grade 3 or 4),
